 >> <<<<<<<<<<<<< STARTING NEW SNAKES GAME :: 01:59:45 >>>>>>>>>>>>>>
 >> Opponent Script Path: C:/Users/TLP-001/Downloads/Maor_and_Weingertan_Snake.py
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: Red, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 3
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 4
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: Red, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 5
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 6
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: Red, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 7
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 8
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: Red, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
 >> Blue Direction: (-1, 0), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 9
